title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
"Suspenders, Duty Belt (201901980 / 7232886)",PW-18-00840369,201901980,201901980 / 7232886,Active,2018-12-11,2018-12-12,"N8415 - Clothing, Special Purpose",,Limited,"Latendresse, Lisa 613-843-3597 73 Leikin Drive Ottawa  ON K1A 0R2 CA","2415779 Ontario Inc. o/a Miltex Solutions Canada 42 Gotha Street Trenton, Ontario K8V 6E1",,
TSPS - Junior LCMM (1x) + Junior ILS (1x) (W6369-19-X032),PW-18-00845686,W6369-19-X032,W6369-19-X032,Active,2018-12-07,2018-12-12,"R008A - Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)",,Selective,"National Defence Headquarters 101 Colonel By Drive Ottawa, Ontario K1A0K2 Canada","Valcom Consulting Group Inc. Ottawa, Ontario",,
"DESALTER KIT, SEA WATER (W8485-195317/001)",PW-18-00847086,W8485-195317/A,W8485-195317/001,Active,2018-12-11,2018-12-12,N4610 - Water Purification Equipment,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology (Montreal, QC)",,
Various Envelopes (05005-18-0515 and 05005-18-0517),PW-18-00848393,ECLP-RFP-18-0515,05005-18-0515 and 05005-18-0517,Active,2018-12-11,2018-12-12,"T014SR - Printing of Envelopes, N7530X - Envelopes",,Open,"Potvin, Luc 30 Victoria Street Gatineau  QC K1A 0M6 CA","Felix Technology (contract # 05005-18-0515) Items 1 & 2 of RFP – Total amount: $245,202.09 (incl. tax)  Icon Integrated Solutions (contract # 05005-18-0517) Items 3, 4 & 5 of RFP – Total amount: $66,112.01 (incl. tax)",,
"CON17-1017 - TBIPS - One (1) System Administrator specialized in SAS (level 2), one (1) System Administrator specialized in Weblogic (level 2) and one (1) Technical Architect (level 3) (CON17-1017)",PW-18-00820828,CON17-1017,CON17-1017,Active,2018-12-12,2018-12-13,D302A - Informatics Professional Services,,Selective,"Gauthier, Julie 819-420-6589 22 rue Eddy, 12 eme étage, pièce 12011 Gatineau  QC K1A 0M7 CA",No contract awarded - no compliant bids. Aucun contrat émis - aucune soumission recevable.,,
CON17-1027 - Professional Audit Support Services (PASS) for workstream 1 and workstream 3 (CON17-1027),PW-18-00825951,CON17-1027,CON17-1027,Active,2018-08-27,2018-12-13,R010A - Internal and External Audits (Supply Arrangement PASS),,Selective,"Gauthier, Julie 819-420-6589 22 rue Eddy, 12 eme étage, pièce 12011 Gatineau  QC K1A 0M9 CA","Samson & Associates 85, rue Victoria   Gatineau, Quebec   CANADA,  J8X 2A3",,
Statistics Canada RFP Evaluation Services Consultant (000010737),PW-18-00843032,J020030A,000010737,Active,2018-12-06,2018-12-14,"R019BF - Human Resource Services, Business Consulting/Change Management; Project Management Services",,Selective,"Carr, Marie-Lyne 613-882-0281 150 Tunney's Pasture Driveway Ottawa  ON K1A 0T6 CA",Ference & Company Consulting Ltd.,,
Statistics Canada RFP Evaluation Services Consultant (000010738),PW-18-00843032,J020030A,000010738,Active,2018-12-06,2018-12-14,"R019BF - Human Resource Services, Business Consulting/Change Management; Project Management Services",,Selective,"Carr, Marie-Lyne 613-882-0281 150 Tunney's Pasture Driveway Ottawa  ON K1A 0T6 CA",R A Malatest & Associates Ltd.,,
"ADAPTER, MICROPHONE (W8485-195291/001)",PW-18-00845302,W8485-195291/A,W8485-195291/001,Active,2018-12-13,2018-12-14,"N5965 - Headsets, Handsets, Microphones and Speakers",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Simex Defence (Montreal, QC)",,
E60PQ-140003/B - Product Category 4 - Wood Veneer Freestanding Products (7107760),PW-18-00853417,CIC-150071,7107760,Active,2018-12-12,2018-12-14,N7110 - Office Furniture,,Limited,"Desjardins, Roch 873-408-0514 70 Crémazie Gatineau  QC K1A 1L1 CA","Advanced Business Interiors 2355 St. Laurent Boulevard Ottawa, Ontario, K1G 4L2",,
A & E Consulting Services for Saskatchewan (M9424-17-5090/001/SK),PW-17-00789955,M9424-17-5090/A,M9424-17-5090/001/SK,Active,2018-12-14,2018-12-17,"C111A - Architect/Engineer Services - Administration & Service Buildings, C119B - Design Build Services - Real Property, C213A - Architectural & Engineering Inspection Services, C211A - Drafting and Design Services, C211D - Architect and Engineering Services - Buildings, C211F - CADD Drafting and Technical Services - Building Systems, C219D - Other Architectural and Engineering Services - Real Property, C219DA - Environmental Engineering Services - Real Property",,Open,"Robinson, Sandra 780-670-8626 5th Floor, 10065 Jasper Avenue Edmonton  AB T5J 3B1 CA","Can-Tec Services Ltd.  1948 Main Street  Winnipeg, MB, R2V 2B4  Telephone No. -  no de téléphone:  204-943-7222  Fax No. – No de FAX: 204-947-5717  Email : reid@cantecservices.ca",,
A & E Consulting Services for Northwest Territories (M9424-18-2578/001/NT),PW-17-00793520,M9424-18-2578/A,M9424-18-2578/001/NT,Active,2018-12-14,2018-12-17,"C211A - Drafting and Design Services, C211D - Architect and Engineering Services - Buildings, C211F - CADD Drafting and Technical Services - Building Systems, C213A - Architectural & Engineering Inspection Services, C213C - Construction Materials - Inspection, Testing and Evaluation",,Open,"Robinson, Sandra 780-670-8626 5th Floor, 10065 Jasper Avenue Edmonton  AB T5J 3B1 CA","Can-Tec Services Ltd.  1948 Main Street  Winnipeg, MB, R2V 2B4  Telephone No. -  no de téléphone:  204-943-7222  Fax No. – No de FAX: 204-947-5717  Email : reid@cantecservices.ca",,
Programmer/Software Developer (18-0272),PW-18-00843496,ECSF-RFP-18-0272,18-0272,Active,2018-12-12,2018-12-17,D302A - Informatics Professional Services,,Selective,"Fuentes, Sufia 819-934-1550 30 Victoria Street Gatineau QC K1A 0M6 CA","4165047 Canada Inc.  35A Gamelin Street Gatineau, QC J8Y 1V4",,
"SLING, RESCUE PERSONNEL (W8485-195260/001)",PW-18-00845136,W8485-195260/A,W8485-195260/001,Active,2018-12-17,2018-12-18,"N1670 - Parachutes, Aerial Pick-Up Delivery, Recovery Systems, and Cargo Tie Down Equipment",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Miltex Solutions Canada (Trenton, ON)",,
"WHEEL, CASTER (W8485-195285/001)",PW-18-00845461,W8485-195285/A,W8485-195285/001,Active,2018-12-17,2018-12-18,"N5340B - Caster, Rigid/Swivel",,Open,"Awan, Fawaz 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Glesco Equipment Inc (Montreal, QC)",,
"Forest management activities  on the Valcartier, Farnham or St-Bruno territories. (3000678715)",PW-18-00848665,NRCan-5000041452,3000678715,Active,2018-12-10,2018-12-18,"F010BA - Forestry Services - Pruning, Felling, Seeding, ETC., F059A - Other Natural Resource and Conservation Services",,Open,"Bolduc, France 418-648-5043 1055 rue du P.E.P.S., C.P. 10380 Quebec  QC G1V 4C7","Groupement forestier Québec-Montmorency Inc. 7118, boul. Ste-Anne Château-Richer, QC G0A 1N0",,
PWGSC Supply Arrangement (SA) # E60PQ-140003/B  - Product Category 6 – Support Space – Collaborative Furniture (7107833),PW-18-00853979,CIC 150096,7107833,Active,2018-12-18,2018-12-19,N7110 - Office Furniture,,Selective,"Gaboury, Francois 873-408-0521 70 Crémazie Gatineau  QC K1A 1L1 CA",EVH and Associates Inc.,,
FIXTURE LIGHTING (W8482-194282/001/DMARP4),PW-18-00842491,W8482-194282/A,W8482-194282/001/DMARP4,Active,2018-12-13,2018-12-20,N6210 - Indoor and Outdoor Electric Lighting Fixtures,,Open,"Sorensen, Jennifer 101 Colonel By Drive OTTAWA  ON K1A 0K2 CA","GLAMOX INC. 20 Crosbie Place St. John's, NL Canada A1B 3Y8",,
"COVER, LITTER CARRIER (W8485-195256/001)",PW-18-00845116,W8485-195256/A,W8485-195256/001,Active,2019-01-02,2019-01-03,"N6530 - Hospital Furniture, Equipment, Utensils and Supplies",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Simex Defence (Montreal, Quebec)",,
"ACTUATOR, MECHANICAL, NONAIRCRAFT (W8485-195254/001)",PW-18-00845155,W8485-195254/A,W8485-195254/001,Active,2019-01-02,2019-01-03,"N3040 - Power Transmission Equipment, Miscellaneous",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Vouge Enterprises Ltd (Milton, ON)",,
"PUMP, HYDRAULIC (W8485-195299/001)",PW-18-00845446,W8485-195299/A,W8485-195299/001,Active,2019-01-02,2019-01-03,N4320 - Power and Hand Pumps,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology Inc (Montreal, QC)",,
"SUPPORT, CENTRE CROSS TUBE, TOW BAR (W8485-195269/001)",PW-18-00845464,W8485-195269/A,W8485-195269/001,Active,2019-01-02,2019-01-03,N1730 - Aircraft Ground Servicing Equipment,,Open,"Awan, Fawaz 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology (Montreal, QC)",,
"TIRE, PNEUMATIC, AIRCRAFT (W8485-195296/001)",PW-18-00845783,W8485-195296/A,W8485-195296/001,Active,2019-01-02,2019-01-03,"N2620 - Tires and Tubes, Pneumatic, Aircraft",,Open,"Awan, Fawaz 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Simex Defence (Montreal, QC)",,
"CYLINDER ASSEMBLY, ACTUATING LINEAR (W8485-195304/001)",PW-18-00846125,W8485-195304/A,W8485-195304/001,Active,2019-01-02,2019-01-03,"N1650 - Aircraft Hydraulic, Vacuum and De-Icing System Components",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Genaire Limited (Niagara-On-The-Lake, ON)",,
"ALTIMETER, PRESSURE (W8485-195308/001)",PW-18-00846220,W8485-195308/A,W8485-195308/001,Active,2019-01-02,2019-01-03,N6610 - Flight Instruments,,Open,"Awan, Fawaz 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology (Montreal, QC)",,
"Supply and installation of the electrical and ventilation systems at the Carpenter’s shop - Louisbourg, Nova Scotia (5P201-18-0170)",PW-18-00845651,5P201-18-0170/A,5P201-18-0170,Active,2018-12-13,2019-01-07,"5164AB - Electrical Contractor Services, Class A Licence, 5164A - Electrical Installations and Major Repairs, 5161B - Heating, Ventilation and Air Conditioning Maintenance & Inspection Services",,Open,"Kagabo, Christian 819-420-5109 30 Victoria Street Gatineau  QC J8X 0B3 CA","Lynk Electric Ltd 110 Reeves Street Sydney, NS B1P 6J9",,
"Construct, Delivery and Install Mobile Homes including Site Preparation, Grand Rapids and Cross Lake, MB (No bids received)",PW-18-00852144,M5000-19-1959/A,No bids received,Active,2019-01-08,2019-01-09,"5159B - Other Special Trade Construction Work, 5161A - Heating (except electric heating) and Air Conditioning, 5164CP - Building Electronic Controls - Installation and Repair, 5173B - Painting Work, 5176AB - Carpentry Services",,Open,"Hengen, Teresa 639-625-3449 5600 11th Ave Regina  SK S4P 3J7 CA",No bids received,,
Administration Building HVAC Upgrades - Terra Nova National Park (5P201-18-0203),PW-18-00853283,5P201-18-0203/A,5P201-18-0203,Active,2019-01-04,2019-01-09,"5129B - Construction of Other Buildings, 5161AF - Ventilating Services Contractors",,Open,"Kagabo, Christian 819-420-5109 30 Victoria Street Gatineau  QC J8X 0B3 CA","CAN-AM Platforms & Construction Ltd 25 main Rd, PO Box 119 Shearstown, NL A0A 3V0",,
Workload Migration Services (WLM) (0),PW-18-00838138,2B0KB28475,0,Active,2019-01-10,2019-01-11,"D301CD - Disaster Recovery Services, D301D - Facilities Operation and Outsourcing Services, D302A - Informatics Professional Services, D302AAH - Informatics Professional and Consulting Services - Maintenance Operations, Support, D302AAP - Informatics Professional and Consulting Services, Software Development and Implementation, D302AAR - Informatics Professional and Consulting Services, Systems Management, Project Management, EDP Management Consulting, D307A - Systems Integration of Informatics Commodities and Services, D307AB - Informatics Systems Integration, D311A - Data Conversion Services, D317B - Information Retrieval Services, Database, D317C - Electronic Mail Services, N5810 - Communications Security Equipment and Components, N7025401 - STORAGE DEVICES, ADD IN MEMORY, EDP, N7025410 - MAGNETIC DISK SUBSYSTEMS AND DRIVES, RIGID (INCLUDES REMOVABLE AND NON-REMOVABLE, CARTRIDGE, ETC.), N7025430 - MASS STORAGE SUBSYSTEMS - VERY LARGE, N7030525 - COMPUTER SOFTWARE, OFFICE AUTOMATION, DOCUMENT MANAGEMENT, MAIL, NETWORKS, PUBLISHING, SPREADSHEETS, TYPESETTING, WORD PROCESSING - OTHER THAN MICROCOMPUTERS, N7030AG - COMPUTER SOFTWARE, OFFICE AUTOMATION, DOCUMENT MANAGEMENT, MAIL, NETWORKS, PUBLISHING, SPREADSHEETS, TYPESETTING, WORD PROCESSING - MICROCOMPUTERS ONLY, R123AH - Project Management Services, T018A - Archival Services: Preparation Cataloguing and Preservation, U009E - Informatics Training",,Open,"DeLong, Stacey 613-355-5781 180 Kent Street Ottawa  ON K1G 4A8 CA",Please see description,,
"STRAP, SAFETY, INDUSTRIAL (W8485-195258/001)",PW-18-00844957,W8485-195258/A,W8485-195258/001,Active,2019-01-11,2019-01-14,N4240 - Safety and Rescue Equipment,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology (Mtl, QC)",,
"TOWBAR, AIRCRAFT (W8485-195362/001)",PW-18-00852042,W8485-195362/A,W8485-195362/001,Active,2019-01-11,2019-01-14,N1730 - Aircraft Ground Servicing Equipment,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Glesco Equipment (Mtl, QC)",,
"PUMP UNIT,CENTRIFUGAL (W8482-195232/001/DMARP4)",PW-18-00851853,W8482-195232/A,W8482-195232/001/DMARP4,Active,2019-01-14,2019-01-15,N4320 - Power and Hand Pumps,,Open,"Davidson, Gregory 101 Colonel By Drive, Ottawa, Ontario, K1A 0K2  CA","Springcrest Inc. 459 Highway #2 Princeton, Ontario N0J 1V0",,
Level 3 Programmer/Software Developer (W6369-19-X007),PW-18-00833505,W6369-19-X007,W6369-19-X007,Active,2019-01-15,2019-01-16,"D302AAP - Informatics Professional and Consulting Services, Software Development and Implementation",,Selective,"Theoret, Marie-claude 105 Hotel de Ville Gatineau  QC K1A 0K2 CA",OpenFrame Technologies,,
"LIFE RAFT, INFLATABLE (W8485-195257/001)",PW-18-00844969,W8485-195257/A,W8485-195257/001,Active,2019-01-18,2019-01-21,N4220 - Marine Life Saving and Diving Equipment,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Tulmar Safety Systems Inc (Hawkesbury, ON)",,
Architectural Consultant on Housing Designs for First Nations and Métis Communities (915754),PW-18-00846166,18-22064,915754,Active,2018-10-30,2019-01-22,C116A - Architect/Engineer Services - Residential Buildings,,Open,"Ellis, Melody 613-993-4461 1200 Montreal Road Ottawa  ON K1A 0R6 CA","DAVID T. FORTIN ARCHITECT INC 57 ALBANY ST SUDBURY, ON",,
"EVACUATION BAG, CASUALTY, INSULATED (W8485-195297/001)",PW-18-00847308,W8485-195297/A,W8485-195297/001,Active,2019-01-21,2019-01-22,"N6530 - Hospital Furniture, Equipment, Utensils and Supplies",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Felix Technology (Concord, ON)",,
Guidelines on undertaking a comprehensive analysis of benefits costs and uncertainties of storm drainage infrastructure in a changing climate (920060),PW-18-00849052,18-22073,920060,Active,2019-01-17,2019-01-22,R019UB - Professional Services / Waste Management Services,,Open,"Ellis, Melody 613-993-4461 1200 Montreal Road Ottawa  ON K1A 0R6 CA","FABIAN PAPA & PARTNERS 204-216 CHRISLEA ROAD VAUGHAN, ON",,
"Valve, Safety Relief (W8482-182076/001/DMARP4)",PW-17-00791590,W8482-182076/A,W8482-182076/001/DMARP4,Active,2017-11-23,2019-01-29,"N4820 - Valves, Nonpowered",,Open,"Thomas, Therese 101 Colonel By Dr Ottawa  ON K1A 0K2 CA","Unisource Technology Inc. 9010 Ryan Avenue Montreal, QC H9P 2M8 CA",,
Radio Frequency Shielded Test Enclosures (W6369-19-X014_A),PW-18-00854939,W6369-19-X014/A,W6369-19-X014_A,Active,2019-01-25,2019-01-30,N5811 - Other Cryptologic Equipment and Components,,Open,"Théorêt, Marie-Claude","Raymond EMC Enclosures Ltd. 5185 Dolman Ridge Road Ottawa, Ontario, Canada K1C 7G4",,
Medium Support Vehicle System (MSVS) HVAC Component (W8486-195840/001/CS),PW-18-00855135,W8486-195840/A,W8486-195840/001/CS,Active,2019-01-31,2019-02-01,"N5998 - Electrical and Electronic Assemblies, Boards, Cards and Associated Hardware",,Open,"Reynolds, Alexander 819-939-0695 101 Colonel By Drive Ottawa, ON K1A 0K2","Wajax 2997 Watt Avenue Quebec, Quebec GIX3WI Canada",,
MULIPLE NSN’S FOR VALVES (W8482-195199/001/DMARP4),PW-18-00852704,W8482-195199/A,W8482-195199/001/DMARP4,Active,2019-01-28,2019-02-07,"N4820 - Valves, Nonpowered",,Open,"Keith, Shonna 455 Blvd de la Carrier Gatineau  QC K1A 0K2 CA","* NSN: 01-6180774 and 01-3545411 Unisource Technology Inc  9010 Ryan Ave., Montreal, QC, H9P 2M8  *NSN: 00-1456275 Simex Defence Inc  216 Brunswick Blvd, Pointe-Claire, Quebec, H9R 1A6  *NSN: 01-3421259 Montreal Bronze Ltd 2490 Blvd des Entreprises, Terrebonne, Quebec, J6X 4J8  *NSN: 01-4612269 Kaycom  193 Boul. Brunswick, Pointe-Claire, QC, H9R 5N2",,
"RECOMMISSIONING of Parliamentary Precinct - Hope Chambers, O’Brien, Justice and Valour Buildings (3000683270)",PW-18-00856645,NRCan-5000041830,3000683270,Active,2019-02-11,2019-02-13,B206B - Energy Evaluations of Buildings,,Open,"Bolduc, France 418-648-5043 1055 rue du P.E.P.S., C.P. 10380 Quebec  QC G1V 4C7","Morrison Hershfield Limited 2440 Don Reid Drive Ottawa, Ontario K1H 1E1",,
E60PQ-140003/B - Several categories (7108462     7108466    7108467),PW-19-00862382,CIC 150366,7108462     7108466    7108467,Active,2019-02-12,2019-02-13,N7110 - Office Furniture,,Selective,"Gaboury, Francois 873-408-0521 70 Crémazie Gatineau  QC K1A 1L1 CA","7108462 to Artopex, 800 Vadnais, Granby, QC, J2J 1A7 7108466 to Advanced Business Interiors, 2355  St-Laurent Blvd, Ottawa, ON, K1G 4L2 7108467 to Advanced Business Interiors, 2355  St-Laurent Blvd, Ottawa, ON, K1G 4L2",,
FLIGHT SIMULATOR (W8485-195312/001),PW-18-00847516,W8485-195312/A,W8485-195312/001,Active,2019-02-15,2019-02-18,N6910 - Training Aids,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Rockwell-Collins Canada (Ottawa, ON)",,
Standing Offer for High Definition Aerial Surveillance Camera Services (F5211-180555),PW-19-00860696,F5211-180555,F5211-180555,Active,2019-02-18,2019-02-26,V204H - Aerial Inspection and Reconnaissance Services,,Open,Cathi Harris 506-238-1317 301 Bishop Drive   Fredericton  NB E3C 2M6 CA,"Tricked Out Pictures Inc. Oakville, ON L6M 1H8",,
Long Service Awards and Award of Excellence Trophies (5500000987),PW-19-00865842,1000339428,5500000987,Active,2018-11-01,2019-02-28,"N7530G - Certificate, Retirement or Award",,Open,"Katherine Hutton Senior Supply/Business Analyst	 Canada Revenue Agency	 Administration Directorate Contracting Division 250 Albert St., 8th Floor Ottawa, ON, K1A 0L5","Rideau Recognition Solutions Inc. 473 Deslauriers Ville Saint Laurent, Québec H4N 1W2",,
Coolant Pump Mod Kit (W8486-195482/001/AS),PW-19-00861576,W8486-195482/A/R,W8486-195482/001/AS,Active,2019-02-28,2019-03-01,N4320 - Power and Hand Pumps,,Open,Louise Curtis DLP 4-2-3 819-939-0948 101 Colonel By Drive Ottawa  ON K1A 0K2 CA,Zepoli International Inc 444 Pine Beach Blvd Dorval QC H9S 2W9,,
"HOSE ASSEMBLY, NONMETALLIC,FIRE FIGHTING (W8482-195071/001/DMARP4)",PW-18-00855074,W8482-195071/A,W8482-195071/001/DMARP4,Active,2019-02-21,2019-03-06,N4210 - Fire Fighting Equipment,,Open,"Davidson, Gregory 101 Colonel By Drive Ottawa, Ontario, K1A 0K2 CA","Levitt-Safety 2872 Bristol Circle Oakville, Ontario L6H 5T5",,
OCCUPATIONAL HEALTH AND SAFETY TRAINING COURSE AND CONSULTANT SERVICES for the Canadian Space Agency (CSA) (different locations) (9F030-18-0047),PW-18-00857854,9F030-20180047,9F030-18-0047,Active,2019-03-06,2019-03-07,U099SA - Health and Safety Consultation and Training,,Open,"BeaudryDelisle, Anais 450-926-4492 6767 Route de l'Aéroport Longueuil  QC J3Y 8Y9 CA","Workplace Safety & Prevention Services 5110 Creekbank Road, Suit 300 Mississauga, Ontario L4W 0A1",,
"Rental of LED Video Screens and Related Equipment (46001539, 46001540, 46001541)",PW-18-00849387,10180676,"46001539, 46001540, 46001541",Active,2019-01-10,2019-03-11,"WL9999 - MISCELLANEOUS ITEMS - LEASING, T009D - Audio and Video Technical Services, N6730C - SCREENS, PROJECTION, PHOTOGRAPHIC",,Open,"Seguin, Line 819-997-2389 15 Eddy Street Gatineau  QC K1A 0M5 CA","Impact Audio Visual (Categories 1, 2 & 3)  Project X (Categories 1 & 2)  ENTTX Productions (Category 3)",,
D.A.R.T - DUOCOM REPLACEMENT (W8482/195443/001/DMARP4),PW-19-00863159,W8482-195443/A,W8482/195443/001/DMARP4,Active,2019-03-08,2019-03-11,"N4220 - Marine Life Saving and Diving Equipment, N5999 - Miscellaneous Electrical and Electronic Components, N8340 - Tents and Tarpaulins, N5945 - Relays and Solenoids",,Open,"Keith, Shonna 455 Blvd de la Carrier Gatineau  QC K1A 0K2 CA","IHC Hytech B.V Ramgatseweg 27, The Netherlands 4941 VN Raamsdonksveer",,
"HOSE ASSEMBLY,NONMETALLIC (W8482-195354/001/DMARP4)",PW-19-00860588,W8482-195354/A,W8482-195354/001/DMARP4,Active,2019-03-08,2019-03-12,N4720 - Hose and Flexible Tubing,,Open,"Davidson, Gregory 101 Colonel By Drive Ottawa, Ontario, K1A 0K2 CA","Draeger Safety Canada 2425 Skymark ave, Unit 1 Mississauga, On L4W 4Y6",,
"BAG, PARACHUTIST’S EQUIPMENT (W8485-184856/001)",PW-18-00836398,W8485-184856/A,W8485-184856/001,Active,2019-03-05,2019-03-13,N8465 - Individual Equipment,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Mobility Lab Inc (Arnprior, ON)",,
ENVIROVAC TOLIET REPAIR KIT (W8482-195373/001/DMARP4),PW-19-00858029,W8482-195373/A,W8482-195373/001/DMARP4,Active,2019-03-12,2019-03-13,N4510 - Plumbing Fixtures and Accessories,,Open,"Davidson, Gregory 101 Colonel By Drive, Ottawa, Ontario, K1A 0K2  CA","Unisource Technology Inc 9010 Ryan Ave Montreal, Quebec H9P 2M8",,
"RELAY, ELECTROMAGNETIC (W8482-194307/001/DMARP4)",PW-18-00835307,W8482-194307/A,W8482-194307/001/DMARP4,Active,2019-11-15,2019-03-25,N5945 - Relays and Solenoids,,Open,"Sorensen, Jennifer 101 Colonel By Drive Ottawa, Ontario,  K1A 0K2","KAYCOM 193 boul. Brunswick Point-Claire, QC H9R 5N2",,
"SMART Antenna,  ANTI-JAM (W8472-195743/001/DMARP2)",PW-18-00847530,W8472-195743/A,W8472-195743/001/DMARP2,Active,2019-03-22,2019-03-25,"N5985 - Antennas, Waveguides and Related Equipment",,Open,"Okafo EKE, Ifeoma 101 Colonel By Dr Ottawa  ON K1A 0K2 CA","Rockwell Collins Canada 104-30 Edgewater St. Kanata, ON K2L 1V8",,
MISCELLANEOUS AIRCRAFT ACCESSORIES COMPONENTS (W8485-195465/001),PW-19-00861817,W8485-195465/A,W8485-195465/001,Active,2019-03-22,2019-03-25,"N1680 - Miscellaneous Aircraft Accessories and Components, N4220 - Marine Life Saving and Diving Equipment",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Simex Defence Inc. (Montreal, QC)",,
"Organizational Design, Classification and Standardized Job Description Writing (46001545)",PW-19-00860801,10181227,46001545,Active,2019-03-07,2019-03-26,"R199I - Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation",,Limited,"Seguin, Line 819-997-2389 15 Eddy Street Gatineau  QC K1A 0M5 CA","Altis Human Resources (Ottawa) Inc. 102 Bank Street Suite 302 Ottawa, ON   K1P 5N4",,
Psychologist professionally capable of providing Executive Counselling Services (D1120-17-1000/B),PW-18-00816982,D1120-14-1000/B,D1120-17-1000/B,Active,2019-03-28,2019-03-28,"U002C - Vocational and Psychometric Testing, G009KA - Counselling Services, R019AB - Professional Services / Program Advisory Services",,Open,"Fortier-Renaud, Angèle 819-420-8381 22 Eddy Street Gatineau  QC K1A 0M7 CA",J. Gayton N. Gingras,,
"Gloves, Lined, Leather, Black, Male and Female (201903093 / 7235146)",PW-18-00853429,201903093,201903093 / 7235146,Active,2019-03-29,2019-04-03,"N8415L - GLOVES (CLOTHING, SPECIAL PURPOSE)",,Limited,"Latendresse, Lisa 613-843-3597 73 Leikin Drive Ottawa  ON K1A 0R2 CA","Raber Glove Mfg. Co. Ltd. 560 McDermot Avenue Winnipeg, Manitoba R3A 0C1",,
Multiple Victoria Class Spares (W8482-195142/001/DMarP5),PW-18-00856906,W8482-195142/A,W8482-195142/001/DMarP5,Active,2019-03-27,2019-04-03,"N4820 - Valves, Nonpowered, N5331 - O-Ring, N4310 - Compressors and Vacuum Pumps",,Open,"Milks, Jeffrey 819-939-3036 101 Colonel By Dr. Ottawa, Ontario",JHT Defense Inc.,,
Multiple Victoria Class Spares (W8482-195142/002/DMarP5),PW-19-00869240,W8482-195142/A,W8482-195142/002/DMarP5,Active,2019-03-27,2019-04-03,N5330 - Packing and Gasket Material,,Open,"Milks, Jeffrey 819-939-3036 101 Colonel By Dr. Ottawa, Ontario",Kaycom Inc.,,
"CLOTHING, SPECIAL PURPOSE (W8485-195483/001)",PW-19-00864198,W8485-195483/A,W8485-195483/001,Active,2019-04-01,2019-04-04,"N8415 - Clothing, Special Purpose",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Hazmasters (Edmonton, Alberta)",,
"VALVE, SOLENOID (W8482-182973/001/DMARP4)",PW-18-00824638,W8482-182973,W8482-182973/001/DMARP4,Active,2018-06-26,2019-04-10,"N4810 - Valves, Powered",,Open,"Sorensen, Jennifer 455 Blvd de la Carrière Gatineau, Quebec J8Y 6W5","CONTRO VALVE INC 125 WHITING ROAD, UNIT E3 FREDERICTON, NB E3B 5Y5",,
"VALVE,SAFETY RELIEF (W8482-195255/001/DMARP4)",PW-18-00851468,W8482-195255/A,W8482-195255/001/DMARP4,Active,2019-04-08,2019-04-10,"N4820 - Valves, Nonpowered",,Open,"Sorensen, Jennifer 101 Colonel By Drive OTTAWA  ON K1A 0K2 CA","JHT DEFENSE INC. 2273 Guenette St. Laurent, QC H4R 2E9",,
TBIPS - Drupal Technology Support on an as needed basis (19-7014797),PW-19-00862020,9F019-20180573,19-7014797,Active,2019-04-10,2019-04-11,D302A - Informatics Professional Services,,Open,"Gentile, Alexandre 450-926-4875 6767 route de l'Aéroport Saint-Hubert  QC J3Y 8Y9 CA","EVISION INC, SOFTSIM TECHNOLOGIES INC, IN JOINT VENTURE 202-404 rue Saint-Pierre Montreal, QC H2Y 2M2 Canada",,
Undress Ribbons (201902613),PW-19-00862256,201902613/A,201902613,Active,2019-01-25,2019-04-11,N8455 - Badges and Insignia,,Selective,"Latendresse, Lisa 613-843-3597 73 Leikin Drive Ottawa  ON K1A 0R2","Ian Thomson o/a Heathian Products 3743 Alderwood Street Gloucester, Ontario K1T 1B7",,
