title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
"Educational Services, N.E.S. (W4938-20UASC/001/USW)",PW-$USW-009-1443,W4938-20UASC,W4938-20UASC/001/USW,Active,2019-09-09,2019-09-10,"U099C - Educational Services, N.E.S.",,,DEPARTMENT OF NATIONAL DEFENCE STN FORCES P.O.BOX 17000 KINGSTON ON K7K7B4 CAN,UNITED STATES DEPARTMENT OF THE ARMY (TRADOC) 173 BERNARD ROAD FORT MONROE Virginia 23651 United States,USD,696976.00
"Educational Services, N.E.S. (W4938-20UALG/001/USW)",PW-$USW-009-1444,W4938-20UALG,W4938-20UALG/001/USW,Active,2019-09-09,2019-09-10,"U099C - Educational Services, N.E.S.",,,DEPARTMENT OF NATIONAL DEFENCE STN FORCES P.O.BOX 17000 KINGSTON ON K7K7B4 CAN,UNITED STATES DEPARTMENT OF THE ARMY (TRADOC) 173 BERNARD ROAD FORT MONROE Virginia 23651 United States,USD,266978.00
ADP Software (31184-197824/001/VAN),PW-$VAN-591-8660,31184-197824,31184-197824/001/VAN,Active,2019-09-10,2019-09-11,N7030 - ADP Software,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,"ANSYS Canada Ltd. 283 Northfield Drive E, Unit 21 Waterloo Ontario N2J4G8 Canada",USD,30124.50
Laboratory Equipment and Supplies (31184-201814/001/PV),PW-$$PV-955-77716,31184-201814,31184-201814/001/PV,Active,2019-09-11,2019-09-12,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,MTS Systems Corporation 14000 Technology Drive Eden Prairie Minnesota 55344 United States,USD,86500.00
Laboratory Equipment and Supplies (W7702-206196/001/CAL),PW-$CAL-129-6951,W7702-206196/A,W7702-206196/001/CAL,Active,2019-09-11,2019-09-12,N6640 - Laboratory Equipment and Supplies,,,"DEPARTMENT OF NATIONAL DEFENCE PO BOX 4000, STN MAIN MEDICINE HAT AB T1A8K6 CAN","TETRACORE INC. 9901 Belward Campus Drive, Suite 300 Rockville Maryland 20850 United States",USD,26390.00
CALORIMETERS AND THERMAL ANALYSERS (31019-191667/001/VAN),PW-$VAN-531-8661,31019-191667/A,31019-191667/001/VAN,Active,2019-09-11,2019-09-12,N6630R - CALORIMETERS AND THERMAL ANALYSERS,,,NATIONAL RESEARCH COUNCIL CANADA 4250 WESBROOK MALL VANCOUVER BC V6T1W5 CAN,TA Instrument Waters LLC 159 Lukens Drive New Castle Delaware 19720 United States,USD,45157.00
Information Products (T8156-190035/001/PI),PW-$$PI-035-77717,T8156-190035,T8156-190035/001/PI,Active,2019-09-13,2019-09-16,D317E - Information Products,,,"TRANSPORT CANADA PLACE DE VILLE, TOWER C, 25TH FLOOR 330 SPARKS ST OTTAWA ON K1A0N5 CAN",International Air Transport Association 800 Place Victoria CP 113 Montreal Quebec H4Z1M1 Canada,USD,141250.00
R/H Windshield Assy (T8493-190027/001/CAG),PW-$CAG-007-27435,T8493-190027/A,T8493-190027/001/CAG,Active,2019-09-13,2019-09-16,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,Alpine Aerotech Ltd. 1260 Industrial Road Kelowna British Columbia V1Z1G5 Canada,USD,42111.61
Communications Security Equipment and Components (W8482-195836/001/USW),PW-$USW-003-1445,W8482-195836,W8482-195836/001/USW,Active,2019-09-13,2019-09-16,N5810 - Communications Security Equipment and Components,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,UNITED STATES DEPARTMENT OF THE NAVY (SPAWAR) 2521 South Clark Street Suite 800 Arlington Virginia 22202-3928 United States,USD,3644342.00
ADP Software (K0202-000360/001/EE),PW-$$EE-068-36796,K0202-000360,K0202-000360/001/EE,Active,2019-09-16,2019-09-17,N7030 - ADP Software,,,ENVIRONMENT CANADA 26TH FL. 10 WELLINGTON ST Gatineau QC K1A0H3 CAN,GAMS DEVLOPMENT CORPORATION 1217 POTOMAC STREET NW WASHINTON District of Columbia 20007 United States,USD,38960.00
"Accomodations Services in Prestwick, UK (W0102-20020D/001/LP)",PW-$$LP-003-77620,W0102-20020D/A,W0102-20020D/001/LP,Active,2019-09-16,2019-09-17,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE 14 WING GREENWOOD STN MAIN P.O.BOX 5000 GREENWOOD NS B0P1N0 CAN,NEWLAND CANADA CORPORATION 4003 Fonda Way SE Calgary Alberta T2A5R7 Canada,GBP,66096.00
JET FUEL THERMAL STABILITY ADDITIVE (W8486-195829/001/PV),PW-$$PV-941-77491,W8486-195829/A,W8486-195829/001/PV,Active,2019-09-16,2019-09-17,N6850 - Miscellaneous Chemical Specialities,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SUEZ WATER TECHNOLOGIES & SOLUTIONS CANADA PO Box 3060 Station A Mississauga Ontario L5A3T5 Canada,USD,0.00
Chemical Analysis Instruments (01913-200145/001/MCT),PW-$MCT-041-5617,01913-200145,01913-200145/001/MCT,Active,2019-09-13,2019-09-18,N6630 - Chemical Analysis Instruments,,,AGRICULTURE AND AGRI-FOOD CANADA 440 UNIVERSITY AVE CHARLOTTETOWN PE C1A4N6 CAN,"Sea-Bird Electronics, Inc. 13431 NE 20th St. Bellevue Washington 98005 United States",USD,56988.54
"Radio and Television Communications Equipment, Airborne (W847S-180071/001/USW)",PW-$USW-003-1446,W847S-180071,W847S-180071/001/USW,Active,2019-09-19,2019-09-20,"N5821 - Radio and Television Communications Equipment, Airborne",,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,UNITED STATES DEPARTMENT OF THE NAVY (SPAWAR) 2521 South Clark Street Suite 800 Arlington Virginia 22202-3928 United States,USD,3159513.00
ADP Software (45045-190049/001/EE),PW-$$EE-012-36843,45045-190049,45045-190049/001/EE,Active,2019-09-20,2019-09-24,N7030 - ADP Software,,,STATISTICS CANADA MAIN BLDG RM 1405 150 TUNNEYS PASTURE OTTAWA ON K1A0T6 CAN,INFRAGISTICS INC World Headquarters 2 Commerce Drive Cranbury New Jersey 08512-3501 United States,USD,94687.50
ADP Software (U6800-198732/001/EE),PW-$$EE-020-36840,U6800-198732,U6800-198732/001/EE,Active,2019-09-23,2019-09-24,N7030 - ADP Software,,,"INNOV, SCI AND ECON DEVT CAN 3701 CARLING AVE P.O.BOX 11490 STATION H OTTAWA ON K2H8S2 CAN","REMCOM INC 315 SOUTH ALLEN STREET,SUITE 222 STATE COLLEGE Pennsylvania 16801 United States",USD,84560.72
Laboratory Equipment and Supplies (31184-194421/001/PV),PW-$$PV-903-77738,31184-194421,31184-194421/001/PV,Active,2019-09-23,2019-09-24,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,MTS Systems Corporation 14000 Technology Drive Eden Prairie Minnesota 55344 United States,USD,51675.00
"Manikins Anatomical/Physiology, Medical Training AID (W7701-207129/001/QCN)",PW-$QCN-040-17764,W7701-207129/A,W7701-207129/001/QCN,Active,2019-09-23,2019-09-24,"N6910D - Manikins Anatomical/Physiology, Medical Training AID",,,DEPARTMENT OF NATIONAL DEFENCE BATISSE 53 2459 ROUTE DE LA BRAVOURE QUEBEC QC G3J1X5 CAN,HUMANETICS INNOVATIVE SOLUTIONS 23300 Haggerty Road Farmington Hills Michigan 48335 United States,USD,314500.00
Aviation Replacement Parts for the CC115 Buffalo (W8485-205670/001/DAP4),PW-19-00882921,W8485-205670/A,W8485-205670/001/DAP4,Active,2019-08-28,2019-09-24,"N1620 - Aircraft Landing Gear Components, N3110 - Bearings, Antifriction, Unmounted",,Selective,"Smith, Emily 819-939-4511 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","BSF International Inc 149 Ave Oneida Pointe-Claire, QC H9R 1A9",USD,855.34
Aviation Replacement Parts for the CC115 Buffalo (W8485-205670/003/DAP4),PW-19-00887443,W8485-205670/A,W8485-205670/003/DAP4,Active,2019-08-28,2019-09-24,N1610 - Aircraft Propellers and Components,,Selective,"Smith, Emily 819-939-4511 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","JHT Defense Inc 2273 Guenette Saint-Laurent, QC H4R 2E9",USD,3157.77
Aviation Replacement Parts for the CC115 Buffalo (W8485-205670/004/DAP4),PW-19-00887444,W8485-205670/A,W8485-205670/004/DAP4,Active,2019-08-28,2019-09-24,"N1650 - Aircraft Hydraulic, Vacuum and De-Icing System Components, N1560 - Airframe Structural Components",,Selective,"Smith, Emily 819-939-4511 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Mills/Sterling Aerospace Inc PO Box 1018 Uxbridge, ON L9P 1N3",USD,6744.60
"Monitors, CCTV, Video (08834-180653/001/HN)",PW-$$HN-458-77748,08834-180653/A,08834-180653/001/HN,Active,2019-09-24,2019-09-25,"N5820DC - Monitors, CCTV, Video",,,"FOREIGN AFFAIRS, TRADE AND DEVELOPMENT (DEPARTMENT OF) LB PEARSON BLDG TWR AG 125 SUSSEX DR. OTTAWA ON K1A0G2 CAN","Signals Communication Systems Inc. 11400 Cronridge Dr, Suite E Owen Mills Maryland 21117 United States",USD,36241.44
ADP Software (U3020-198711/001/XL),PW-$$XL-135-36851,U3020-198711,U3020-198711/001/XL,Active,2019-09-24,2019-09-25,N7030 - ADP Software,,,"INNOV, SCI AND ECON DEVT CAN PLACE DU PORTAGE, PHASE 1 50 VICTORIA STREET Gatineau QC K1A0C9 CAN",Nuix USG Inc. 13755 Sunrise Valley Drive Suite 300 Herndon Virginia 20171 United States,USD,94311.83
SPECTROPHOTOMETER (K3D56-200252/001/KIN),PW-$KIN-510-7909,K3D56-200252,K3D56-200252/001/KIN,Active,2019-09-25,2019-09-26,N6650Q - SPECTROPHOTOMETER,,,ENVIRONMENT CANADA 4905 DUFFERIN ST TORONTO ON M3H5T4 CAN,KIPP & ZONEN B.V. P.O. Box 507 Delft 2600AM Netherlands,EUR,125355.40
"Hand Tools, Edged, Nonpowered (W3474-201021/001/TOR)",PW-$TOR-014-7826,W3474-201021,W3474-201021/001/TOR,Active,2019-09-05,2019-09-26,"N5110 - Hand Tools, Edged, Nonpowered",,,DEPARTMENT OF NATIONAL DEFENCE 35 WESTWIN AVE TRENTON ON K0K3W0 CAN,Fatigue Technology 401 Andover Park East Seattle Washington 98188-7605 United States,USD,49015.77
Information Products (82082-200072/001/PI),PW-$$PI-027-77781,82082-200072,82082-200072/001/PI,Active,2019-09-27,2019-09-30,D317E - Information Products,,,CANADIAN RADIO TELEVISION AND TELECOMMUNICATIONS COMMISSION LTC CENTRAL BLDG 1 PROMENADE DU PORTAGE Gatineau QC K1A0N2 CAN,Ovum Inc. 2 International Place Boston Massachusetts 02100 United States,USD,101490.00
ADP Software (W8485-205707/001/EE),PW-$$EE-013-36871,W8485-205707,W8485-205707/001/EE,Active,2019-09-30,2019-10-01,N7030 - ADP Software,,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"MAK Technologies, Inc. 150 Cambridge Park Drive 3rd Floor Cambridge Massachusetts 02140 United States",USD,238724.60
"Buoys, Data Acquisition (K2A16-191104/001/QF)",PW-$$QF-099-27475,K2A16-191104/A,K2A16-191104/001/QF,Active,2019-10-01,2019-10-02,"N2050D - Buoys, Data Acquisition",,,"ENVIRONMENT CANADA LASALLE ACADEMY 373 SUSSEX DR, BLOCK-E, 3RD FL OTTAWA ON K1A0H3 CAN","Cryosphere Innovation, LLC 1 Glen Road Plaza Suite 17 West Lebanon New Hampshire 03784 United States",USD,33740.00
Security Services (Vimy-Beaumont) (51019-181007/001/MCT),PW-$MCT-032-5566,51019-181007/A,51019-181007/001/MCT,Active,2019-10-01,2019-10-02,K105A - Commercial Security Guard and Related Services,,,VETERANS AFFAIRS CANADA 161 GRAFTON ST P.O.BOX 7700 (IB 018) CHARLOTTETOWN PE C1A8M9 CAN,SECURITAS FRANCE SARL Division Surveillance Agence d'Arras Rue Pierre et Marie Curie BP 70152 62054 SAINT LAURENT BLANGY Cedex France,EUR,229674.21
Degaussing and Minesweeping Equipment (W8476-206202/001/QF),PW-$$QF-030-27477,W8476-206202/A,W8476-206202/001/QF,Active,2019-10-02,2019-10-03,N1075 - Degaussing and Minesweeping Equipment,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Pearson Engineering Limited Pearson Engineering Limited Armstrong Works Scotswood Road Newcastle upon Tyne NE156UX United Kingdom,GBP,62080.48
Ice Temperature Buoy (K4E21-191006/001/QF),PW-$$QF-099-27259,K4E21-191006/A,K4E21-191006/001/QF,Active,2019-10-02,2019-10-03,N2050 - Buoys,,,ENVIRONMENT CANADA ADMINISTRATION 9250 - 49 STREET NW EDMONTON AB T6B1K5 CAN,"SAMS Research Services Ltd (SRSL) Lismore Suite, Malin House The European Marine Science Park Oban, Argyll PA37 1SZ United Kingdom",GBP,17420.00
Naval Architecture - Design Services (F1782-19C061/001/XLV),PW-$XLV-166-7834,F1782-19C061/A,F1782-19C061/001/XLV,Active,2019-10-03,2019-10-04,C216AB - Naval Architecture - Design Services,,,FISHERIES AND OCEANS CANADA P.O.BOX 6000 9860 W.SAANICH RD SIDNEY BC V8L4B2 CAN,ALLIED SYSTEMS COMPANY 21433 SW Oregon Street Sherwood Oregon 97140 United States,USD,33600.00
CONTROLLER/PROCESSORS (31034-191087/001/VIC),PW-$VIC-251-7835,31034-191087,31034-191087/001/VIC,Active,2019-10-03,2019-10-07,N7025210 - CONTROLLER/PROCESSORS,,,NATIONAL RESEARCH COUNCIL CANADA 5071 WEST SAANICH RD VICTORIA BC V9E2E7 CAN,ASTRONOMICAL RESEARCH CAMERAS INC. 2247 San Diego Ave Suite 135 San Diego California 92110 United States,USD,36000.00
Aircraft Spare Parts for the King Air C90A (T8493-190031/001/CAG),PW-$CAG-011-27454,T8493-190031/A,T8493-190031/001/CAG,Active,2019-10-04,2019-10-04,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,Southeast Aerospace 1399 General Aviation Dr Melbourne Florida 32395 United States,USD,20645.10
"PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS (W8485-205712/001)",PW-19-00882755,W8485-205712/A,W8485-205712/001,Active,2019-10-07,2019-10-08,"N6685 - Pressure, Temperature and Humidity Measuring and Controlling Instruments",,Open,"Vick, Greg 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Canamidex International Corp. 95 Mural Street, Suite 600 Richmond Hill, ON L4b 3G2",USD,7712.95
"PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS (W8485-205712/002)",PW-19-00891962,W8485-205712/A,W8485-205712/002,Active,2019-10-07,2019-10-08,"N6685 - Pressure, Temperature and Humidity Measuring and Controlling Instruments",,Open,"Vick, Greg 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","JHT Defense Inc. 2273 Guenette St-Laurent, QC H4R 2E9",USD,15521.85
Technical / Vocational Training (W0125-190027/001/TOR),PW-$TOR-024-7834,W0125-190027/A,W0125-190027/001/TOR,Active,2019-10-08,2019-10-09,U006C - Technical / Vocational Training,,,DEPARTMENT OF NATIONAL DEFENCE SUPPLY CUSTOMER SUPPORT FLIGHT STN FORCES P.O.BOX 1000 ASTRA ON K0K3W0 CAN,Harris Corporation Harris Corporation 7821 Orion Avenue Van Nuys California 91406 United States,USD,66297.00
Microscope (M7594-200144/001/VAN),PW-$VAN-580-8678,M7594-200144,M7594-200144/001/VAN,Active,2019-10-08,2019-10-09,N6650K - Microscope,,,ROYAL CANADIAN MOUNTED POLICE 4TH FL. 73 LEIKIN DR. M1 OTTAWA ON K1A0R2 CAN,Cadre Research Labs (Illinois) LLC 520 W Huron St #411 Chicago Illinois 60654 United States,USD,128400.00
"Portuguese Language Training Services in Maputo, Mozambique (2001109)",PW-18-00852565,19-146933-MPUTO-MG,2001109,Active,2019-06-28,2019-10-09,U099D - Language Training Services,,Open,"Goulet, Matthew 200 Promenade du Portage Place du Centre Gatineau, QC J8X 4B7 CA","Lynden Language Solutions Rua do Ria Inhambazula 26 Sommerschield 2 Maputo, Mozambique",USD,86736
Aircraft Spare Parts Bell 429 (T8493-190033/001/CAG),PW-$CAG-016-27456,T8493-190033/A,T8493-190033/001/CAG,Active,2019-10-09,2019-10-10,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,Dart Aerospace Ltd 1270 Aberdeen St Hawkesbury Ontario K6A1K7 Canada,USD,167640.02
Microwave digestion system (K8A30-190862/001/PV),PW-$$PV-899-77485,K8A30-190862/B,K8A30-190862/001/PV,Active,2019-10-10,2019-10-11,N6640 - Laboratory Equipment and Supplies,,,ENVIRONMENT CANADA CARLETON UNIVERSITY 1125 COLONEL BY DR. OTTAWA ON K1A0H3 CAN,CEM Corporation P. O. Box 200 Matthews North Carolina 28106 United States,USD,37940.70
Laboratory Equipment and Supplies (31184-205454/001/PV),PW-$$PV-904-77855,31184-205454,31184-205454/001/PV,Active,2019-10-10,2019-10-11,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,attocube systems AG Koeniginstr 11a RGB Muenchen 80539 Germany,USD,201847.45
ADP Software (31184-201367/001/QCN),PW-$QCN-036-17780,31184-201367/A,31184-201367/001/QCN,Active,2019-10-11,2019-10-15,N7030 - ADP Software,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,"ESI Group, ESI North America Inc. 32605 West 12 Mile, Suite 350 Farmington Hills Michigan 48334 United States",USD,26208.00
Meteorological Instruments and Apparatus (31184-190022/001/PV),PW-$$PV-890-77865,31184-190022,31184-190022/001/PV,Active,2019-10-15,2019-10-16,N6660 - Meteorological Instruments and Apparatus,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,Integrity Industrial Inkjet integratin 16 Airpark Road West Lebanon New Hampshire 03784 United States,USD,57404.70
Lead Shield (HT226-192531/001/PV),PW-$$PV-899-77486,HT226-192531/A,HT226-192531/001/PV,Active,2019-10-15,2019-10-16,N6640 - Laboratory Equipment and Supplies,,,"HEALTH CANADA 775 BROOKFIELD RD, AL 6302D1 OTTAWA ON K1A1C1 CAN","Gamma Products, Inc. 7730 West 114th Place Palos Hills Illinois 60465 United States",USD,73766.40
Aircraft Spare Parts Bell 429 (T8493-190036/001/CAG),PW-$CAG-016-27463,T8493-190036/A,T8493-190036/001/CAG,Active,2019-10-15,2019-10-16,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,Bell Helicopter Textron Canada Limited 12 800 rue de l'Avenir Mirabel Quebec J7J1R4 Canada,USD,285189.17
Laboratory Equipment and Supplies (31029-202163/001/WPG),PW-$WPG-005-10894,31029-202163/A,31029-202163/001/WPG,Active,2019-10-15,2019-10-16,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA 110 GYMNASIUM PLACE SASKATOON SK S7N0W9 CAN,Phenospex B.V. Jan Campertstraat 11 Heerlen 6416SG Netherlands,EUR,131433.75
PASSENGER MOTOR VEHICLES - RENTAL (W0134-20R013/001/LP),PW-$$LP-015-77882,W0134-20R013/A,W0134-20R013/001/LP,Active,2019-10-17,2019-10-18,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 6550 STN FORCES COLD LAKE AB T9M2C6 CAN,ENTERPRISE RENT-A-CAR CANADA LIMITED 2300 Stevenage Drive Ottawa Ontario K1G3W3 Canada,USD,102409.19
Bio Solids Renderer Vessel (ET025-190866/001/WPG),PW-$WPG-118-10847,ET025-190866/B,ET025-190866/001/WPG,Active,2019-10-17,2019-10-18,N6636 - Environmental Chambers and Related Equipment,,,PUBLIC WORKS AND GOVERNMENT SERVICES CANADA 100-167 LOMBARD AVE WINNIPEG MB R3B0T6 CAN,"ANCO Rendering Equipment, LLC 1420 Lorraine Ave High Point North Carolina 27263 United States",USD,551670.00
Information Products (W0046-205162/001/PI),PW-$$PI-027-77885,W0046-205162,W0046-205162/001/PI,Active,2019-10-21,2019-10-22,D317E - Information Products,,,"DEPARTMENT OF NATIONAL DEFENCE 15 VALOUR DRIVE CURRIE BUILDING P.O. BOX 17000, STATION FORCES KINGSTON ON K7K7B4 CAN",American Chemical Society PO BOX 3012 2540 OLENTANGY RIVER RD COLUMBUS Ohio 43202 United States,USD,48720.00
Bore Measuring System (W8476-195976/001/PV),PW-$$PV-956-77084,W8476-195976/B,W8476-195976/001/PV,Active,2019-10-22,2019-10-23,"N6650 - Optical Instruments, Test Equipment, Components and Accessories",,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Felix Technology Inc. 25 Edilcan Drive Unit 1 Concord Ontario L4K3S4 Canada,USD,781864.49
Informatics Professional Services (W8474-197826/001/IPS),PW-$IPS-001-36947,W8474-197826,W8474-197826/001/IPS,Active,2019-10-22,2019-10-22,D302A - Informatics Professional Services,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DRIVE OTTAWA ON K1A0K2 CAN,SmartSafety Software Inc. 1 Antares Drive Suite 400 Ottawa Ontario K2E8C4 Canada,USD,109574.31
DESKTOP ENDURANCE TEST MACHINE (31184-192871/001/PV),PW-$$PV-950-77670,31184-192871/A,31184-192871/001/PV,Active,2019-10-23,2019-10-24,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,YUASA System Co Ltd NLC Shin-Osaka Earth-Bldg 5-1-3 Miyahara Yodogawa-ku Osaka City 532-0003 Japan,USD,51640.00
Close Protection Training (W6369-18X005/001/ZH),PW-$$ZH-144-34903,W6369-18X005/A,W6369-18X005/001/ZH,Active,2019-10-25,2019-10-28,U099A - Business Training,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Matrix International Security Training and Intelligence Center 122 Will Rogers Road Bldg 1166 Roswell New Mexico 88203 United States,USD,7154437.37
SPECTROMETER (K3D57-200365/001/KIN),PW-$KIN-508-7934,K3D57-200365,K3D57-200365/001/KIN,Active,2019-10-25,2019-10-28,N6630P - SPECTROMETER,,,ENVIRONMENT CANADA 4905 DUFFERIN ST TORONTO ON M3H5T4 CAN,"AERODYNE RESEARCH, INC. 45 Manning Road Billerica Massachusetts 01821-3976 United States",USD,55000.00
Other Cryptologic Equipment and Components (W6399-190435/001/USW),PW-$USW-012-1447,W6399-190435,W6399-190435/001/USW,Active,2019-10-25,2019-10-28,N5811 - Other Cryptologic Equipment and Components,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,UNITED STATES DEPARTMENT OF THE AIR FORCE (AFSAC) 1822 VAN PATTON DRIVE WP AFB Ohio 45433 United States,USD,65591.00
Marine Hardware and Hull Items (W8482-206062/001/ML),PW-$$ML-027-27488,W8482-206062/B,W8482-206062/001/ML,Active,2019-10-28,2019-10-29,N2040 - Marine Hardware and Hull Items,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"Lake Shore Systems, Inc. 2141 WOODWARD AVENUE, KINGSFORD, Michigan 49802 United States",USD,1253581.00
ADP Software (W7701-207172/001/QCN),PW-$QCN-037-17786,W7701-207172/A,W7701-207172/001/QCN,Active,2019-10-28,2019-10-29,N7030 - ADP Software,,,DEPARTMENT OF NATIONAL DEFENCE BATISSE 53 2459 ROUTE DE LA BRAVOURE QUEBEC QC G3J1X5 CAN,THE MATH WORKS INC 3 APPLE HILL DRIVE NATICK Massachusetts 017602098 United States,USD,25448.85
"Educational Services, N.E.S. (W8B43-20CC17/001/USW)",PW-$USW-009-1448,W8B43-20CC17,W8B43-20CC17/001/USW,Active,2019-10-28,2019-10-29,"U099C - Educational Services, N.E.S.",,,DEPARTMENT OF NATIONAL DEFENCE DETACHMENT OTTAWA 45 SACRE COEUR BLVD Gatineau QC K1A0K2 CAN,UNITED STATES DEPARTMENT OF THE AIR FORCE (AFSAT) 315 J ST WEST RANDOLF AFB Texas 78150 United States,USD,3804714.00
FREEZE DRYING APPARATUS (C1701-181101/001/PV),PW-$$PV-960-77929,C1701-181101,C1701-181101/001/PV,Active,2019-10-29,2019-10-30,N6640E - FREEZE DRYING APPARATUS,,,CANADIAN HERITAGE 1030 INNES RD OTTAWA ON K1A0M5 CAN,"RTF MANUFACTURING COMPANY, LLC 793 ROUTE 66 Hudson 12534 United States",USD,69777.50
Laboratory Equipment and Supplies (5K003-190788/001/WPG),PW-$WPG-005-10905,5K003-190788/A,5K003-190788/001/WPG,Active,2019-10-30,2019-10-31,N6640 - Laboratory Equipment and Supplies,,,CANADIAN GRAIN COMMISSION GRAIN RESEARCH LAB 1404-303 MAIN ST WINNIPEG MB R3C3G8 CAN,Texture Technologies Corp 6 Patton Drive Hamilton Massachusetts 01982 Canada,USD,28665.00
ADP Software (W3330-205808/001/EE),PW-$$EE-020-36964,W3330-205808,W3330-205808/001/EE,Active,2019-10-31,2019-11-01,N7030 - ADP Software,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DRIVE OTTAWA ON K1A0K2 CAN,General Dynamics Mission Systems 12450 Fair Lakes Circle Suite 800 Fairfax Virginia 22033 United States,USD,285299.00
Aircraft Spare Parts Bell 429 (T8493-190032/001/CAG),PW-$CAG-016-27455,T8493-190032/A,T8493-190032/001/CAG,Active,2019-10-31,2019-11-01,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,Maxcraft Avionics Ltd 250-18799 Airport Way Pitt Meadows British Columbia V3Y2B4 Canada,USD,34713.60
Information Products (H4091-193431/001/PI),PW-$$PI-031-77938,H4091-193431,H4091-193431/001/PI,Active,2019-11-01,2019-11-04,D317E - Information Products,,,HEALTH CANADA 1800 WALKLEY RD POSTAL LOCATOR 6402A3 OTTAWA ON K1A0L2 CAN,"Euromonitor International, Inc 1 N Dearborn St. Chicago Illinois 60602 United States",USD,41200.00
Information Products (60074-191067/001/PI),PW-$$PI-034-77941,60074-191067,60074-191067/001/PI,Active,2019-11-01,2019-11-04,D317E - Information Products,,,DEPARTMENT OF FINANCE 90 ELGIN STREET OTTAWA ON K1A0G5 CAN,The Financial Times Limited Bracken House 1 Friday Street London EC4M 9BT United Kingdom,USD,26229.00
